Precision;Recall
0.10101010101010106;0.24670947276134042
0.07768595041322318;0.37112608651474727
0.06632996632996631;0.4668632472958324
0.058562901744719946;0.5420664910002445
0.05426997245179065;0.6319992676835211
0.05030609121518215;0.7018490487050387
0.047579693034238466;0.7736793234970457
0.044834710743801666;0.8277286097538954
0.04252627282930314;0.8782103940507976
0.040927456382001834;0.9332155612555235
0.0391435011269722;0.9801330168770334
