Precision;Recall
0.09752066115702483;0.24117861485064881
0.07447199265381087;0.36086549068044477
0.06320783593510866;0.451012357287363
0.057392102846648314;0.538538610444851
0.05258034894398531;0.6137232690584131
0.04944903581267217;0.6858872174736345
0.04674012855831039;0.7645540813508523
0.044467401285583116;0.8212129189956374
0.042444648505254576;0.8737269360416502
0.04070707070707071;0.9258703539727724
0.0391435011269722;0.9786043067989265
